Ntor Npol Px
-3.086500 1.493700 0.000025
-3.086500 1.518800 0.000011
-3.086500 1.543900 0.000004
-3.086500 1.569000 0.000002
-3.086500 1.594100 0.000005
-3.086500 1.619200 0.000009
-3.086500 1.644400 0.000006
-3.086500 1.669500 0.000004
-3.086500 1.920500 0.000002
-3.086500 1.945600 0.000006
-3.086500 1.970700 0.000008
-3.086500 1.995800 0.000006
-3.086500 2.046000 0.000004
-3.086500 2.071100 0.000019
-3.086500 2.096200 0.000116
-3.086500 2.121300 0.000168
-3.086500 2.146400 0.000303
-3.086500 2.171500 0.000352
-3.086500 2.196700 0.000328
-3.086500 2.221800 0.000383
-3.086500 2.246900 0.000205
-3.086500 2.272000 0.000124
-3.086500 2.297100 0.000032
-3.086500 2.322200 0.000007
-3.086500 2.372400 0.000011
-3.086500 2.397500 0.000014
-3.086500 2.422600 0.000019
-3.086500 2.447700 0.000008
-3.086500 2.472800 0.000003
-3.086500 2.523000 0.000002
-3.086500 2.548100 0.000003
-3.086500 2.573200 0.000004
-3.086500 2.598300 0.000002
-3.086500 2.623400 0.000001
-3.086500 2.698700 0.000002
-3.086500 2.723800 0.000002
-3.086500 2.749000 0.000001
-3.053200 -2.598300 0.000002
-3.053200 -2.573200 0.000002
-3.053200 -2.548100 0.000001
-3.053200 -2.447700 0.000003
-3.053200 -2.422600 0.000004
-3.053200 -2.397500 0.000007
-3.053200 -2.372400 0.000004
-3.053200 -2.322200 0.000002
-3.053200 -2.297100 0.000009
-3.053200 -2.272000 0.000024
-3.053200 -2.246900 0.000075
-3.053200 -2.221800 0.000075
-3.053200 -2.196700 0.000062
-3.053200 -2.171500 0.000120
-3.053200 -2.146400 0.000056
-3.053200 -2.121300 0.000072
-3.053200 -2.096200 0.000038
-3.053200 -2.071100 0.000006
-3.053200 -2.046000 0.000002
-3.053200 -1.970700 0.000002
-3.053200 -1.945600 0.000001
-3.053200 -1.669500 0.000001
-3.053200 -1.644400 0.000003
-3.053200 -1.619200 0.000003
-3.053200 -1.518800 0.000005
-3.053200 -1.493700 0.000015
-3.053200 -1.468600 0.000013
-3.053200 -1.443500 0.000008
-3.053200 -1.418400 0.000005
-3.053200 -1.393300 0.000002
-3.053200 -1.368200 0.000024
-3.053200 -1.343100 0.000044
-3.053200 -1.318000 0.000054
-3.053200 -1.292900 0.000094
-3.053200 -1.267800 0.000010
-3.053200 -1.242700 0.000002
-3.053200 -1.217600 0.000103
-3.053200 -1.192500 0.000506
-3.053200 -1.167400 0.000693
-3.053200 -1.142300 0.002267
-3.053200 -1.117200 0.002397
-3.053200 -1.092100 0.005106
-3.053200 -1.066900 0.004306
-3.053200 -1.041800 0.002184
-3.053200 -1.016700 0.003048
-3.053200 -0.991630 0.000750
-3.053200 -0.966530 0.000248
-3.053200 -0.941420 0.000068
-3.053200 -0.916320 0.000069
-3.053200 -0.891210 0.000133
-3.053200 -0.866110 0.000409
-3.053200 -0.841000 0.000249
-3.053200 -0.815900 0.000263
-3.053200 -0.790790 0.000072
-3.053200 -0.765690 0.000069
-3.053200 -0.740590 0.000170
-3.053200 -0.715480 0.000160
-3.053200 -0.690380 0.000094
-3.053200 -0.665270 0.000127
-3.053200 -0.640170 0.000012
-3.053200 -0.615060 0.000069
-3.053200 -0.589960 0.000176
-3.053200 -0.564850 0.000267
-3.053200 -0.539750 0.000478
-3.053200 -0.514640 0.000143
-3.053200 -0.489540 0.000032
-3.053200 -0.464440 0.000002
-3.053200 -0.439330 0.000181
-3.053200 -0.414230 0.000261
-3.053200 -0.389120 0.000647
-3.053200 -0.364020 0.000349
-3.053200 -0.338910 0.000305
-3.053200 -0.313810 0.000003
-3.053200 -0.288700 0.000089
-3.053200 -0.263600 0.000623
-3.053200 -0.238490 0.000908
-3.053200 -0.213390 0.000708
-3.053200 -0.188280 0.000960
-3.053200 -0.163180 0.000021
-3.053200 -0.138080 0.000106
-3.053200 -0.112970 0.001636
-3.053200 -0.087870 0.004904
-3.053200 -0.062760 0.015138
-3.053200 -0.037660 0.016268
-3.053200 -0.012550 0.013995
-3.053200 0.012550 0.026984
-3.053200 0.037660 0.013824
-3.053200 0.062760 0.008266
-3.053200 0.087870 0.010273
-3.053200 0.112970 0.001839
-3.053200 0.138080 0.000461
-3.053200 0.163180 0.000090
-3.053200 0.188280 0.000319
-3.053200 0.213390 0.001123
-3.053200 0.238490 0.000788
-3.053200 0.263600 0.000487
-3.053200 0.288700 0.000420
-3.053200 0.313810 0.000122
-3.053200 0.338910 0.000127
-3.053200 0.364020 0.000320
-3.053200 0.389120 0.000212
-3.053200 0.414230 0.000299
-3.053200 0.439330 0.000021
-3.053200 0.464440 0.000024
-3.053200 0.489540 0.000129
-3.053200 0.514640 0.000284
-3.053200 0.539750 0.000249
-3.053200 0.564850 0.000387
-3.053200 0.589960 0.000074
-3.053200 0.615060 0.000009
-3.053200 0.640170 0.000082
-3.053200 0.665270 0.000151
-3.053200 0.690380 0.000402
-3.053200 0.715480 0.000266
-3.053200 0.740590 0.000142
-3.053200 0.765690 0.000089
-3.053200 0.790790 0.000013
-3.053200 0.815900 0.000063
-3.053200 0.841000 0.000307
-3.053200 0.866110 0.000307
-3.053200 0.891210 0.000200
-3.053200 0.916320 0.000046
-3.053200 0.941420 0.000003
-3.053200 0.966530 0.000226
-3.053200 0.991630 0.000975
-3.053200 1.016700 0.001216
-3.053200 1.041800 0.003333
-3.053200 1.066900 0.002845
-3.053200 1.092100 0.002187
-3.053200 1.117200 0.002593
-3.053200 1.142300 0.001562
-3.053200 1.167400 0.001829
-3.053200 1.192500 0.000363
-3.053200 1.217600 0.000109
-3.053200 1.242700 0.000028
-3.053200 1.267800 0.000017
-3.053200 1.292900 0.000030
-3.053200 1.318000 0.000078
-3.053200 1.343100 0.000037
-3.053200 1.368200 0.000020
-3.053200 1.393300 0.000006
-3.053200 1.418400 0.000004
-3.053200 1.443500 0.000009
-3.053200 1.468600 0.000007
-3.053200 1.493700 0.000004
-3.053200 1.518800 0.000004
-3.053200 1.594100 0.000002
-3.053200 1.619200 0.000002
-3.053200 1.644400 0.000001
-3.053200 1.945600 0.000002
-3.053200 1.970700 0.000001
-3.053200 1.995800 0.000002
-3.053200 2.071100 0.000011
-3.053200 2.096200 0.000018
-3.053200 2.121300 0.000023
-3.053200 2.146400 0.000070
-3.053200 2.171500 0.000063
-3.053200 2.196700 0.000122
-3.053200 2.221800 0.000068
-3.053200 2.246900 0.000042
-3.053200 2.272000 0.000025
-3.053200 2.297100 0.000010
-3.053200 2.322200 0.000003
-3.053200 2.372400 0.000001
-3.053200 2.397500 0.000002
-3.053200 2.422600 0.000004
-3.053200 2.447700 0.000002
-3.053200 2.472800 0.000002
-3.019800 -2.422600 0.000002
-3.019800 -2.297100 0.000005
-3.019800 -2.272000 0.000002
-3.019800 -2.246900 0.000007
-3.019800 -2.221800 0.000032
-3.019800 -2.196700 0.000009
-3.019800 -2.171500 0.000026
-3.019800 -2.146400 0.000033
-3.019800 -2.121300 0.000008
-3.019800 -2.096200 0.000007
-3.019800 -2.071100 0.000001
-3.019800 -1.970700 0.000001
-3.019800 -1.945600 0.000001
-3.019800 -1.493700 0.000001
-3.019800 -1.468600 0.000002
-3.019800 -1.368200 0.000001
-3.019800 -1.343100 0.000014
-3.019800 -1.318000 0.000003
-3.019800 -1.292900 0.000006
-3.019800 -1.267800 0.000005
-3.019800 -1.217600 0.000042
-3.019800 -1.192500 0.000171
-3.019800 -1.167400 0.000067
-3.019800 -1.142300 0.000562
-3.019800 -1.117200 0.001131
-3.019800 -1.092100 0.000323
-3.019800 -1.066900 0.001016
-3.019800 -1.041800 0.000222
-3.019800 -1.016700 0.000352
-3.019800 -0.991630 0.000316
-3.019800 -0.966530 0.000043
-3.019800 -0.941420 0.000003
-3.019800 -0.916320 0.000046
-3.019800 -0.891210 0.000045
-3.019800 -0.866110 0.000184
-3.019800 -0.841000 0.000235
-3.019800 -0.815900 0.000110
-3.019800 -0.790790 0.000064
-3.019800 -0.765690 0.000042
-3.019800 -0.740590 0.000044
-3.019800 -0.715480 0.000094
-3.019800 -0.690380 0.000023
-3.019800 -0.665270 0.000063
-3.019800 -0.640170 0.000050
-3.019800 -0.615060 0.000023
-3.019800 -0.589960 0.000012
-3.019800 -0.564850 0.000042
-3.019800 -0.539750 0.000021
-3.019800 -0.514640 0.000036
-3.019800 -0.489540 0.000002
-3.019800 -0.464440 0.000002
-3.019800 -0.439330 0.000015
-3.019800 -0.414230 0.000005
-3.019800 -0.389120 0.000046
-3.019800 -0.364020 0.000074
-3.019800 -0.338910 0.000005
-3.019800 -0.313810 0.000004
-3.019800 -0.288700 0.000007
-3.019800 -0.263600 0.000112
-3.019800 -0.238490 0.000254
-3.019800 -0.213390 0.000043
-3.019800 -0.188280 0.000070
-3.019800 -0.163180 0.000017
-3.019800 -0.138080 0.000010
-3.019800 -0.112970 0.000609
-3.019800 -0.087870 0.001959
-3.019800 -0.062760 0.001906
-3.019800 -0.037660 0.004192
-3.019800 -0.012550 0.000844
-3.019800 0.012550 0.003285
-3.019800 0.037660 0.004753
-3.019800 0.062760 0.000818
-3.019800 0.087870 0.001081
-3.019800 0.112970 0.000814
-3.019800 0.138080 0.000070
-3.019800 0.163180 0.000040
-3.019800 0.188280 0.000232
-3.019800 0.213390 0.000308
-3.019800 0.238490 0.000436
-3.019800 0.263600 0.000206
-3.019800 0.288700 0.000150
-3.019800 0.313810 0.000091
-3.019800 0.338910 0.000061
-3.019800 0.364020 0.000095
-3.019800 0.389120 0.000170
-3.019800 0.414230 0.000067
-3.019800 0.439330 0.000067
-3.019800 0.464440 0.000040
-3.019800 0.489540 0.000011
-3.019800 0.514640 0.000021
-3.019800 0.539750 0.000005
-3.019800 0.564850 0.000021
-3.019800 0.589960 0.000027
-3.019800 0.615060 0.000002
-3.019800 0.640170 0.000003
-3.019800 0.665270 0.000020
-3.019800 0.690380 0.000012
-3.019800 0.715480 0.000027
-3.019800 0.740590 0.000003
-3.019800 0.790790 0.000007
-3.019800 0.815900 0.000005
-3.019800 0.841000 0.000054
-3.019800 0.866110 0.000102
-3.019800 0.891210 0.000019
-3.019800 0.916320 0.000011
-3.019800 0.941420 0.000001
-3.019800 0.966530 0.000056
-3.019800 0.991630 0.000217
-3.019800 1.016700 0.000045
-3.019800 1.041800 0.000436
-3.019800 1.066900 0.000847
-3.019800 1.092100 0.000288
-3.019800 1.117200 0.000467
-3.019800 1.142300 0.000601
-3.019800 1.167400 0.000096
-3.019800 1.192500 0.000085
-3.019800 1.217600 0.000051
-3.019800 1.267800 0.000007
-3.019800 1.292900 0.000006
-3.019800 1.318000 0.000019
-3.019800 1.343100 0.000021
-3.019800 1.368200 0.000007
-3.019800 1.393300 0.000004
-3.019800 1.418400 0.000003
-3.019800 1.443500 0.000002
-3.019800 1.468600 0.000003
-3.019800 2.071100 0.000001
-3.019800 2.096200 0.000004
-3.019800 2.121300 0.000004
-3.019800 2.146400 0.000010
-3.019800 2.171500 0.000020
-3.019800 2.196700 0.000008
-3.019800 2.221800 0.000013
-3.019800 2.246900 0.000017
-3.019800 2.272000 0.000003
-3.019800 2.297100 0.000002
-3.019800 2.422600 0.000001
-3.019800 2.447700 0.000001
-2.986400 -2.723800 0.000002
-2.986400 -2.598300 0.000003
-2.986400 -2.573200 0.000005
-2.986400 -2.548100 0.000003
-2.986400 -2.523000 0.000001
-2.986400 -2.447700 0.000010
-2.986400 -2.422600 0.000011
-2.986400 -2.397500 0.000014
-2.986400 -2.372400 0.000010
-2.986400 -2.347300 0.000001
-2.986400 -2.322200 0.000012
-2.986400 -2.297100 0.000047
-2.986400 -2.272000 0.000075
-2.986400 -2.246900 0.000241
-2.986400 -2.221800 0.000210
-2.986400 -2.196700 0.000339
-2.986400 -2.171500 0.000369
-2.986400 -2.146400 0.000210
-2.986400 -2.121300 0.000152
-2.986400 -2.096200 0.000104
-2.986400 -2.071100 0.000031
-2.986400 -2.046000 0.000002
-2.986400 -1.995800 0.000003
-2.986400 -1.970700 0.000009
-2.986400 -1.945600 0.000005
-2.986400 -1.920500 0.000002
-2.986400 -1.669500 0.000001
-2.986400 -1.644400 0.000005
-2.986400 -1.619200 0.000007
-2.986400 -1.594100 0.000004
-2.986400 -1.543900 0.000001
-2.986400 -1.518800 0.000006
-2.986400 -1.493700 0.000031
-2.986400 -1.468600 0.000024
-2.986400 -1.443500 0.000018
-2.986400 -1.418400 0.000005
-2.986400 -1.393300 0.000002
-2.986400 -1.368200 0.000081
-2.986400 -1.343100 0.000176
-2.986400 -1.318000 0.000172
-2.986400 -1.292900 0.000199
-2.986400 -1.267800 0.000109
-2.986400 -1.242700 0.000072
-2.986400 -1.217600 0.000495
-2.986400 -1.192500 0.001024
-2.986400 -1.167400 0.004686
-2.986400 -1.142300 0.007881
-2.986400 -1.117200 0.007131
-2.986400 -1.092100 0.012451
-2.986400 -1.066900 0.014207
-2.986400 -1.041800 0.008599
-2.986400 -1.016700 0.006812
-2.986400 -0.991630 0.002582
-2.986400 -0.966530 0.000468
-2.986400 -0.941420 0.000015
-2.986400 -0.916320 0.000152
-2.986400 -0.891210 0.001175
-2.986400 -0.866110 0.001607
-2.986400 -0.841000 0.001030
-2.986400 -0.815900 0.000494
-2.986400 -0.790790 0.000152
-2.986400 -0.765690 0.000185
-2.986400 -0.740590 0.000535
-2.986400 -0.715480 0.000585
-2.986400 -0.690380 0.000805
-2.986400 -0.665270 0.000619
-2.986400 -0.640170 0.000182
-2.986400 -0.615060 0.000038
-2.986400 -0.589960 0.000269
-2.986400 -0.564850 0.000402
-2.986400 -0.539750 0.000840
-2.986400 -0.514640 0.000780
-2.986400 -0.489540 0.000077
-2.986400 -0.464440 0.000005
-2.986400 -0.439330 0.000137
-2.986400 -0.414230 0.000937
-2.986400 -0.389120 0.001342
-2.986400 -0.364020 0.000796
-2.986400 -0.338910 0.000285
-2.986400 -0.313810 0.000013
-2.986400 -0.288700 0.000812
-2.986400 -0.263600 0.001982
-2.986400 -0.238490 0.003390
-2.986400 -0.213390 0.002691
-2.986400 -0.188280 0.001884
-2.986400 -0.163180 0.000255
-2.986400 -0.138080 0.001820
-2.986400 -0.112970 0.007377
-2.986400 -0.087870 0.023453
-2.986400 -0.062760 0.039634
-2.986400 -0.037660 0.058912
-2.986400 -0.012550 0.058765
-2.986400 0.012550 0.066328
-2.986400 0.037660 0.038329
-2.986400 0.062760 0.030911
-2.986400 0.087870 0.022606
-2.986400 0.112970 0.007173
-2.986400 0.138080 0.000575
-2.986400 0.163180 0.000056
-2.986400 0.188280 0.002253
-2.986400 0.213390 0.003447
-2.986400 0.238490 0.003929
-2.986400 0.263600 0.001401
-2.986400 0.288700 0.000604
-2.986400 0.313810 0.000080
-2.986400 0.338910 0.000559
-2.986400 0.364020 0.001170
-2.986400 0.389120 0.001144
-2.986400 0.414230 0.000980
-2.986400 0.439330 0.000600
-2.986400 0.464440 0.000012
-2.986400 0.489540 0.000129
-2.986400 0.514640 0.000459
-2.986400 0.539750 0.000699
-2.986400 0.564850 0.000720
-2.986400 0.589960 0.000286
-2.986400 0.615060 0.000013
-2.986400 0.640170 0.000042
-2.986400 0.665270 0.000413
-2.986400 0.690380 0.000660
-2.986400 0.715480 0.000787
-2.986400 0.740590 0.000231
-2.986400 0.765690 0.000058
-2.986400 0.790790 0.000008
-2.986400 0.815900 0.000501
-2.986400 0.841000 0.000961
-2.986400 0.866110 0.000889
-2.986400 0.891210 0.000733
-2.986400 0.916320 0.000371
-2.986400 0.941420 0.000134
-2.986400 0.966530 0.000901
-2.986400 0.991630 0.002629
-2.986400 1.016700 0.005938
-2.986400 1.041800 0.008869
-2.986400 1.066900 0.006823
-2.986400 1.092100 0.009400
-2.986400 1.117200 0.009514
-2.986400 1.142300 0.004136
-2.986400 1.167400 0.003069
-2.986400 1.192500 0.001931
-2.986400 1.217600 0.000151
-2.986400 1.242700 0.000007
-2.986400 1.267800 0.000034
-2.986400 1.292900 0.000181
-2.986400 1.318000 0.000220
-2.986400 1.343100 0.000085
-2.986400 1.368200 0.000043
-2.986400 1.393300 0.000012
-2.986400 1.418400 0.000010
-2.986400 1.443500 0.000025
-2.986400 1.468600 0.000038
-2.986400 1.493700 0.000022
-2.986400 1.518800 0.000014
-2.986400 1.543900 0.000006
-2.986400 1.594100 0.000003
-2.986400 1.619200 0.000004
-2.986400 1.644400 0.000004
-2.986400 1.669500 0.000003
-2.986400 1.920500 0.000002
-2.986400 1.945600 0.000004
-2.986400 1.970700 0.000004
-2.986400 1.995800 0.000004
-2.986400 2.020900 0.000001
-2.986400 2.046000 0.000004
-2.986400 2.071100 0.000018
-2.986400 2.096200 0.000067
-2.986400 2.121300 0.000121
-2.986400 2.146400 0.000190
-2.986400 2.171500 0.000202
-2.986400 2.196700 0.000236
-2.986400 2.221800 0.000250
-2.986400 2.246900 0.000117
-2.986400 2.272000 0.000087
-2.986400 2.297100 0.000025
-2.986400 2.322200 0.000003
-2.986400 2.372400 0.000007
-2.986400 2.397500 0.000012
-2.986400 2.422600 0.000013
-2.986400 2.447700 0.000004
-2.986400 2.472800 0.000002
-2.986400 2.523000 0.000002
-2.986400 2.548100 0.000003
-2.986400 2.573200 0.000004
-2.986400 2.598300 0.000002
-2.986400 2.623400 0.000001
-2.953100 -2.874500 0.000001
-2.953100 -2.749000 0.000003
-2.953100 -2.723800 0.000005
-2.953100 -2.698700 0.000003
-2.953100 -2.623400 0.000004
-2.953100 -2.598300 0.000009
-2.953100 -2.573200 0.000010
-2.953100 -2.548100 0.000010
-2.953100 -2.523000 0.000005
-2.953100 -2.472800 0.000008
-2.953100 -2.447700 0.000019
-2.953100 -2.422600 0.000045
-2.953100 -2.397500 0.000046
-2.953100 -2.372400 0.000025
-2.953100 -2.322200 0.000018
-2.953100 -2.297100 0.000077
-2.953100 -2.272000 0.000378
-2.953100 -2.246900 0.000611
-2.953100 -2.221800 0.000690
-2.953100 -2.196700 0.001009
-2.953100 -2.171500 0.000805
-2.953100 -2.146400 0.000667
-2.953100 -2.121300 0.000516
-2.953100 -2.096200 0.000252
-2.953100 -2.071100 0.000059
-2.953100 -2.046000 0.000014
-2.953100 -1.995800 0.000017
-2.953100 -1.970700 0.000023
-2.953100 -1.945600 0.000013
-2.953100 -1.920500 0.000007
-2.953100 -1.895400 0.000002
-2.953100 -1.669500 0.000009
-2.953100 -1.644400 0.000015
-2.953100 -1.619200 0.000015
-2.953100 -1.594100 0.000009
-2.953100 -1.569000 0.000002
-2.953100 -1.543900 0.000001
-2.953100 -1.518800 0.000044
-2.953100 -1.493700 0.000085
-2.953100 -1.468600 0.000098
-2.953100 -1.443500 0.000074
-2.953100 -1.418400 0.000018
-2.953100 -1.393300 0.000039
-2.953100 -1.368200 0.000173
-2.953100 -1.343100 0.000331
-2.953100 -1.318000 0.000686
-2.953100 -1.292900 0.000660
-2.953100 -1.267800 0.000295
-2.953100 -1.242700 0.000067
-2.953100 -1.217600 0.000861
-2.953100 -1.192500 0.006333
-2.953100 -1.167400 0.012041
-2.953100 -1.142300 0.015715
-2.953100 -1.117200 0.030232
-2.953100 -1.092100 0.036331
-2.953100 -1.066900 0.030552
-2.953100 -1.041800 0.028010
-2.953100 -1.016700 0.022718
-2.953100 -0.991630 0.006524
-2.953100 -0.966530 0.002534
-2.953100 -0.941420 0.000347
-2.953100 -0.916320 0.001325
-2.953100 -0.891210 0.002901
-2.953100 -0.866110 0.003242
-2.953100 -0.841000 0.002835
-2.953100 -0.815900 0.001705
-2.953100 -0.790790 0.000015
-2.953100 -0.765690 0.000310
-2.953100 -0.740590 0.001188
-2.953100 -0.715480 0.002433
-2.953100 -0.690380 0.002479
-2.953100 -0.665270 0.001410
-2.953100 -0.640170 0.000147
-2.953100 -0.615060 0.000046
-2.953100 -0.589960 0.000502
-2.953100 -0.564850 0.002194
-2.953100 -0.539750 0.002681
-2.953100 -0.514640 0.001226
-2.953100 -0.489540 0.000451
-2.953100 -0.464440 0.000009
-2.953100 -0.439330 0.001304
-2.953100 -0.414230 0.002690
-2.953100 -0.389120 0.002989
-2.953100 -0.364020 0.002680
-2.953100 -0.338910 0.001445
-2.953100 -0.313810 0.000175
-2.953100 -0.288700 0.001668
-2.953100 -0.263600 0.004641
-2.953100 -0.238490 0.008864
-2.953100 -0.213390 0.009144
-2.953100 -0.188280 0.006914
-2.953100 -0.163180 0.000010
-2.953100 -0.138080 0.002728
-2.953100 -0.112970 0.012502
-2.953100 -0.087870 0.063815
-2.953100 -0.062760 0.104980
-2.953100 -0.037660 0.155290
-2.953100 -0.012550 0.183440
-2.953100 0.012550 0.198070
-2.953100 0.037660 0.134120
-2.953100 0.062760 0.109060
-2.953100 0.087870 0.078203
-2.953100 0.112970 0.015676
-2.953100 0.138080 0.004204
-2.953100 0.163180 0.001730
-2.953100 0.188280 0.005542
-2.953100 0.213390 0.009095
-2.953100 0.238490 0.007347
-2.953100 0.263600 0.005011
-2.953100 0.288700 0.002315
-2.953100 0.313810 0.000123
-2.953100 0.338910 0.001151
-2.953100 0.364020 0.002255
-2.953100 0.389120 0.003679
-2.953100 0.414230 0.003144
-2.953100 0.439330 0.000508
-2.953100 0.464440 0.000028
-2.953100 0.489540 0.000246
-2.953100 0.514640 0.001734
-2.953100 0.539750 0.002334
-2.953100 0.564850 0.002390
-2.953100 0.589960 0.000679
-2.953100 0.615060 0.000131
-2.953100 0.640170 0.000466
-2.953100 0.665270 0.001218
-2.953100 0.690380 0.001986
-2.953100 0.715480 0.001652
-2.953100 0.740590 0.001089
-2.953100 0.765690 0.000401
-2.953100 0.790790 0.000281
-2.953100 0.815900 0.001154
-2.953100 0.841000 0.002395
-2.953100 0.866110 0.003112
-2.953100 0.891210 0.002665
-2.953100 0.916320 0.000205
-2.953100 0.941420 0.000110
-2.953100 0.966530 0.001652
-2.953100 0.991630 0.009836
-2.953100 1.016700 0.016618
-2.953100 1.041800 0.024086
-2.953100 1.066900 0.028215
-2.953100 1.092100 0.029957
-2.953100 1.117200 0.025737
-2.953100 1.142300 0.015582
-2.953100 1.167400 0.011192
-2.953100 1.192500 0.002497
-2.953100 1.217600 0.000887
-2.953100 1.242700 0.000126
-2.953100 1.267800 0.000244
-2.953100 1.292900 0.000490
-2.953100 1.318000 0.000622
-2.953100 1.343100 0.000323
-2.953100 1.368200 0.000171
-2.953100 1.418400 0.000017
-2.953100 1.443500 0.000058
-2.953100 1.468600 0.000087
-2.953100 1.493700 0.000075
-2.953100 1.518800 0.000049
-2.953100 1.543900 0.000003
-2.953100 1.594100 0.000014
-2.953100 1.619200 0.000014
-2.953100 1.644400 0.000013
-2.953100 1.669500 0.000003
-2.953100 1.895400 0.000001
-2.953100 1.920500 0.000004
-2.953100 1.945600 0.000012
-2.953100 1.970700 0.000015
-2.953100 1.995800 0.000014
-2.953100 2.046000 0.000006
-2.953100 2.071100 0.000105
-2.953100 2.096200 0.000188
-2.953100 2.121300 0.000330
-2.953100 2.146400 0.000536
-2.953100 2.171500 0.000658
-2.953100 2.196700 0.000735
-2.953100 2.221800 0.000520
-2.953100 2.246900 0.000432
-2.953100 2.272000 0.000316
-2.953100 2.297100 0.000066
-2.953100 2.322200 0.000019
-2.953100 2.347300 0.000005
-2.953100 2.372400 0.000019
-2.953100 2.397500 0.000032
-2.953100 2.422600 0.000025
-2.953100 2.447700 0.000017
-2.953100 2.472800 0.000008
-2.953100 2.523000 0.000003
-2.953100 2.548100 0.000011
-2.953100 2.573200 0.000009
-2.953100 2.598300 0.000007
-2.953100 2.623400 0.000002
-2.953100 2.698700 0.000002
-2.953100 2.723800 0.000003
-2.953100 2.749000 0.000003
-2.919700 -2.899600 0.000001
-2.919700 -2.874500 0.000001
-2.919700 -2.849400 0.000001
-2.919700 -2.774100 0.000003
-2.919700 -2.749000 0.000005
-2.919700 -2.723800 0.000007
-2.919700 -2.698700 0.000005
-2.919700 -2.673600 0.000003
-2.919700 -2.623400 0.000005
-2.919700 -2.598300 0.000012
-2.919700 -2.573200 0.000022
-2.919700 -2.548100 0.000020
-2.919700 -2.523000 0.000010
-2.919700 -2.472800 0.000009
-2.919700 -2.447700 0.000028
-2.919700 -2.422600 0.000076
-2.919700 -2.397500 0.000083
-2.919700 -2.372400 0.000027
-2.919700 -2.347300 0.000002
-2.919700 -2.322200 0.000016
-2.919700 -2.297100 0.000271
-2.919700 -2.272000 0.000545
-2.919700 -2.246900 0.000824
-2.919700 -2.221800 0.001483
-2.919700 -2.196700 0.001700
-2.919700 -2.171500 0.001482
-2.919700 -2.146400 0.001280
-2.919700 -2.121300 0.000835
-2.919700 -2.096200 0.000331
-2.919700 -2.071100 0.000151
-2.919700 -2.046000 0.000032
-2.919700 -2.020900 0.000005
-2.919700 -1.995800 0.000023
-2.919700 -1.970700 0.000033
-2.919700 -1.945600 0.000026
-2.919700 -1.920500 0.000015
-2.919700 -1.694600 0.000004
-2.919700 -1.669500 0.000013
-2.919700 -1.644400 0.000024
-2.919700 -1.619200 0.000030
-2.919700 -1.594100 0.000021
-2.919700 -1.569000 0.000005
-2.919700 -1.543900 0.000016
-2.919700 -1.518800 0.000060
-2.919700 -1.493700 0.000168
-2.919700 -1.468600 0.000189
-2.919700 -1.443500 0.000157
-2.919700 -1.418400 0.000005
-2.919700 -1.393300 0.000029
-2.919700 -1.368200 0.000199
-2.919700 -1.343100 0.000880
-2.919700 -1.318000 0.001172
-2.919700 -1.292900 0.001033
-2.919700 -1.267800 0.000240
-2.919700 -1.242700 0.000008
-2.919700 -1.217600 0.003526
-2.919700 -1.192500 0.008860
-2.919700 -1.167400 0.017310
-2.919700 -1.142300 0.038430
-2.919700 -1.117200 0.050420
-2.919700 -1.092100 0.053206
-2.919700 -1.066900 0.058163
-2.919700 -1.041800 0.052858
-2.919700 -1.016700 0.025917
-2.919700 -0.991630 0.015360
-2.919700 -0.966530 0.006792
-2.919700 -0.941420 0.000030
-2.919700 -0.916320 0.001468
-2.919700 -0.891210 0.004044
-2.919700 -0.866110 0.006381
-2.919700 -0.841000 0.005527
-2.919700 -0.815900 0.002937
-2.919700 -0.790790 0.000099
-2.919700 -0.765690 0.000231
-2.919700 -0.740590 0.002983
-2.919700 -0.715480 0.004183
-2.919700 -0.690380 0.004455
-2.919700 -0.665270 0.001744
-2.919700 -0.640170 0.000501
-2.919700 -0.615060 0.000012
-2.919700 -0.589960 0.002054
-2.919700 -0.564850 0.003640
-2.919700 -0.539750 0.003920
-2.919700 -0.514640 0.002819
-2.919700 -0.489540 0.001285
-2.919700 -0.464440 0.000264
-2.919700 -0.439330 0.001719
-2.919700 -0.414230 0.004025
-2.919700 -0.389120 0.006403
-2.919700 -0.364020 0.005615
-2.919700 -0.338910 0.002743
-2.919700 -0.313810 0.000025
-2.919700 -0.288700 0.001705
-2.919700 -0.263600 0.010973
-2.919700 -0.238490 0.015360
-2.919700 -0.213390 0.016710
-2.919700 -0.188280 0.005796
-2.919700 -0.163180 0.000685
-2.919700 -0.138080 0.001727
-2.919700 -0.112970 0.045774
-2.919700 -0.087870 0.093837
-2.919700 -0.062760 0.207650
-2.919700 -0.037660 0.268550
-2.919700 -0.012550 0.315230
-2.919700 0.012550 0.290780
-2.919700 0.037660 0.261180
-2.919700 0.062760 0.212500
-2.919700 0.087870 0.079713
-2.919700 0.112970 0.039683
-2.919700 0.138080 0.013279
-2.919700 0.163180 0.001344
-2.919700 0.188280 0.007257
-2.919700 0.213390 0.015337
-2.919700 0.238490 0.014376
-2.919700 0.263600 0.010420
-2.919700 0.288700 0.001048
-2.919700 0.313810 0.000007
-2.919700 0.338910 0.001220
-2.919700 0.364020 0.005691
-2.919700 0.389120 0.006612
-2.919700 0.414230 0.004007
-2.919700 0.439330 0.001398
-2.919700 0.464440 0.000178
-2.919700 0.489540 0.001319
